,index,song,year,artist,genre,lyrics
229983,229983,stick-around,2009,ac-dc,Rock,"You've been smilin' lately, baby,
You've been singin' in the bath,
You been actin' like a lady,
Not a dirty photograph
Then tonight you came home early,
Packed a bag or two,
You been worryin' me honey,
Just what you're gonna do, ooh.
Stick around,
Yeah, stick around
Stick around,
Baby, stick around.
Well you came on like a hurricane,
Yeah, about a month ago,
Blowin' like a stiff breeze,
Always on the go.
All the good times that we had baby,
All stayed in the past,
All the good lays that I get,
Never seem to last.
Stick around,
Yeah, stick around
Stick around,
Baby, stick around.
C'mon baby sit on this.. ow!
(solo)
What have I been doin' lately,
To make you want to go,
I take you out dancin'
And then we can go out to a show
Spend a night romancin'
Nights out on the town
Listen to me baby,
You'll be glad you stuck around.
Stick around,
Yeah, stick around
Stick around,
Baby, stick around.
C'mon on baby stick around
Don't let me down
Stick around
Yeah, stick around."
229984,229984,big-gun,2009,ac-dc,Rock,"Riot on the radio
Pictures on the TV
Invader man take what he can
Shootout on the silver screen
Sticking 'em up and knocking 'em down
Living out a fantasy
There's a bad man cruising around
In a big black limousine
Don't let it be wrong
Don't let it be right
Get in his way
You're dead in his sights
Big gun
Big gun number one
Big gun
Big gun kick the hell out of you
Terminators, Uzi makers
Shootin' up Hollywood
Snakes alive with a .45
Setting off and doing no good
If you ain't wise they'll cannibalize
Tear flesh off you
Classified lady killers
Prayin' in the human zoo (Prayin')
They saddle you up
And take you to town
Better look out
When he come around
Big gun
Big gun number one
Big gun
Big gun kick the hell out of you
Big gun, got a hot one
Big gun, got a number one
Big gun, loaded and cocked
Big gun, hot hot hot
Got big gun, ready or not
Big gun, give it, give it a shot
Terminator, Uzi makers
Regulators, gonna get you later
Big gun kick the hell out of you"
229985,229985,smoke-on-the-water-cover,2009,ac-dc,Rock,"(Intro)
We all came down from montraux,on the lake geneva shoreline
To make records with a mobile,we didn't have much time
Frank Zeffer and among others,were at the best place around
Till some stupid with a flaregun,he burned the place to the ground
Smoke on the water,fire in the sky,smoke on the water
They burnt down the gamblin house,it died with an awful sound
Funky claude was runin in and out,pulin kids from the ground
When it all was over,we had to find another place
Swiss time was runin out fast,we're gona lose our race
Smoke on the water,fire in the sky,smoke on the water
(Guitar Solo)
We ended up at the grand hotel,it was empty cold and bare
With the rolling truck stones just outside,we made our music there
A few old red lights and a few old beds,we made a place to sweat
Well no matter what we get out of this,well i know we'll never forget
Smoke on the water,fire in the sky,smoke on the water
(outro)"
229986,229986,touch-too-much-demo-version,2007,ac-dc,Rock,"It was one of those nights
When you turned out the lights
And everything comes into view
She was taking her time
I was losing my mind
There was nothing that she wouldn't do
It wasn't the first
It wasn't the last
She knew we was making love
I was so satisfied
Deep down inside
Like a hand in a velvet glove
Seems like a touch, a touch too much
Seems like a touch, a touch too much
Too much for my body, too much for my brain
This damn woman's gonna drive me insane
She's got a touch, a touch too much
She had the face of an angel
Smiling with sin
A body of Venus with arms
Dealing with danger
Stroking my skin
Let the thunder and lightening start
It wasn't the first
It wasn't the last
It wasn't that she didn't care
She wanted it hard
And wanted it fast
She liked it done medium rare
Seems like a touch, a touch too much
Seems like a touch, a touch too much
Too much for my body, too much for my brain
This damn woman's gonna drive me insane
She's had a touch, a touch too much, touch me
Seems like a touch (touch too much)
You know it's much too much (much too much)
I really want to feel your (touch too much)
Girl you know you're giving me (much too much)
Seems like a touch
Just a dirty little touch
I really need your touch
'Cause you're much too much too much too much
Seems like a touch, a touch too much
Seems like a touch, a touch too much
Giving me a touch, a touch too much
Baby gotta a touch, a touch too much
Seems like a touch, a touch too much
A touch too much
A touch too much
A touch too much
A touch
Come on touch me
Ah"
229987,229987,giving-the-dog-a-bone,2007,ac-dc,Rock,"She take you down easy
Going down to her knees
Going down to the devil
Down down to ninety degrees
Oh, she's blowing me crazy
Till my ammunition is dry
Oh, she's using her head again
She's using her head
Oh, she's using her head again
I'm just a givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
I'm just a givin' the dog a bone
Givin' the dog a bone
I'm just a givin' the dog a bone
Givin' the dog a bone
Oh, she's no Mona Lisa
No, she's no Playboy star
But she'll send you to heaven
Then explode you to Mars
Oh, she's using her head again
Using her head again
She's using her head
Using her head again
Oh, she's using her head again
Using her head
I'm just a givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
I'm just a givin' the dog a bone
Givin' the dog a bone
I'm just a givin' the dog a bone
Givin' the dog a bone
Let's go
Oooh, oh, oh, oh
She got the power of union
Yeah, she only hits when it's hot
And if she likes what you're doing
Yeah, she'll give you a lot
(Give it everything she got)
I've just given the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
I've just given the dog a bone
Givin' the dog a bone
I'm just givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
Givin' the dog a bone
I'm just a givin' the dog a bone
Givin' the dog a bone
I'm just a given a dog
Givin' a dog
Givin' a dog
Ooooh, I'm just a givin' the dog a bone"
229988,229988,d-t,2007,ac-dc,Rock,instrumental.
229989,229989,rock-in-peace,2007,ac-dc,Rock,"Leave me alone
Like a dog with a bone
Like a stone that's been thrown
Let me be on my own
CHORUS:
Let me rock
Let me roll
Let me rock
Let me rock in peace
Outta my way
Got a boogie to play
Every dog has his day
Rock 'n' roll's here to stay
CHORUS
(Feels good, for my mama, just like I knew it would)
I get my kicks
Outta playin' my licks
Outta layin' my chicks
Down on Route 66
CHORUS
Rock, rock, rock in peace
Outta my way
Got a boogie to play
Every dog has his day
Rock 'n' roll's here to stay
CHORUS
Rock, rock, rock in peace
Like Little Richard
Oh Jerry Lee
Chuck baby
I wanna rock
Let me rock in peace"
229990,229990,dammed,2007,ac-dc,Rock,"Don't smoke, don't fight, don't light no cigarettes
Or else you'll wind up in the can
no jokes, don't write, sit tight, don't fool around
you are a guest of Uncle Sam
stand up, look right, don't slouch and stand at ease
and know no sex above the knees
When I snap, you jump into the master plan
I'll be damned
well, I'll be damned
I'll be damned
If I drink or smoke
Damned, if I steal your jokes
I'll be damned
If I go for broke
damned if I do
damned if I don't
Don't talk, don't fool, don't try to mess around
I'll make a monkey out of you
you sign your name right on the dotted line, boy
I'll be damned
I'll be damned
if I drink or smoke
damned
If I steal your joke
I'll be damned
if I go for broke
damned if I do
I'm damned if I don't
come on
I'll be damned
if I drink or smoke
damned
if I steal your joke
I'll be damned
if I go for broke
I'm damned if I do
I'm damned if I don't
I'll be damned
if I drink or smoke
damned
if I steal your joke
I'll be damned
If I go for broke
I'm damned if I do
I'm damned if I don't
I'll be damned
I'll be damned
I'll be damned
I'll be damned
I'll be damned
I'll be damned"
229991,229991,back-seat-confidential-original-version-of-beating-around-the-bush,2007,ac-dc,Rock,"? ? ? ? almost every night
? ? ? ? still alright
? ? ? ? drive in show [gonna go to the drive....]
? ? ? ? gonna sit in the back ? ? ? ? [gonna sit in the back of
The passion row]
Tune in the soundtrack
Turn down the lights
A chance she won't and a chance she might
Ain't no woman in the world I know
? ? ? ?
? ? ? ?
? ? ? ?
Who know what's going on
Back seat confidential
Sittin on ? ? ? ?
? ? ? ?
? ? ? ? connection
She ? ? ? ? my prediction
? ? ? ? listen to me
? ? ? ?
? ? ? ? real nice
Every man's got his price
? ? ? ?
? ? ? ?
? ? ? ?
Back seat confidential
? ? ? ? almost every night
? ? ? ? still alright
? ? ? ? drive in show
? ? ? ?
Turn up the soundtrack
Turn down the lights
Don't suppose there's a chance you might
Ain't no woman in the world I know
? ? ? ? on the back seat floor
? ? ? ?
? ? ? ? going down
? ? ? ?
? ? ? ?
Back seat confidential
Back seat confidential"
229992,229992,dirty-eyes-original-version-of-whole-lotta-rosie,2007,ac-dc,Rock,"You hypnotize
Honey
Yeah honey
You do it
Woooo, do it good
Do it all right
Every night
When you turn off the light
It's outta sight
(alright)
You hypnotize
Mezmorize
With your dirty eyes
Dirty eyes
Your dirty eyes
Breathin
Breathin heavy
Heavy
Heavy breathin
Send shivers down my spine
[make me | and [i'm|you're]] so glad that you're mine
[when you're so bad and you're
Mine]
That's what turns me on
All night long
You hypnotize
Mezmorize
With your dirty eyes
Dirty eyes
You got dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
I love your dirty eyes
Dirty eyes
Dirty eyes
Right through me
Your dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes
Dirty eyes"
229993,229993,strap-it-on,2007,ac-dc,Rock,"Be a good dog! (dog barks and laughter in background)
I want more honey For my money
Turn your head
So you don't look funny
Lay on your back
Turn to side
Down on your front
Now let me ride
Strap It On
Strap It On
Strap It On
Strap It On
I never wear out
But if I do Brought somethin' special
That you'll like too
So turn around And hold real tight
Up off the ground
We'll go all night
Strap It On
Strap It On
Strap It On
Strap It On (feels so right!)
Strap It On
Strap It On
Strap It On
Strap It On (keep it up all night!)
Strap It On
Strap It On
Strap It On
Strap It On
Strap It On
Strap It On
Strap It On
Strap It On
Oh yeah..."
229994,229994,rock-n-roll-ain-t-noise-pollution,2007,ac-dc,Rock,"(Alright)
Hey there, all you middle men
Throw away your fancy clothes
And while you're out there sittin' on a fence
So get off your ass and come down here
'Cause rock 'n' roll ain't no riddle man
To me it makes good, good sense
Good sense
Ow
Oh yeah
Heavy decibels are playing on my guitar
We got vibrations coming up from the floor
We're just listening to the rock that's giving too much noise
Are you deaf, you wanna hear some more
We're just talkin' about the future
Forget about the past
It'll always be with us
It's never gonna die, never gonna die
Rock 'n' roll ain't noise pollution
Rock 'n' roll ain't gonna die
Rock 'n' roll ain't noise pollution
Rock 'n' roll it will survive
Yes it will, ha ha ha ha
I took a look inside your bedroom door
You looked so good lying on your bed
Well, I asked you if you wanted any rhythm and love
You said you wanna rock 'n' roll instead
We're just talkin' about the future
Forget about the past
It'll always be with us
It's never gonna die, never gonna die
Rock 'n' roll ain't noise pollution
Rock 'n' roll ain't gonna die
Rock 'n' roll ain't no pollution
Rock 'n' roll is just rock 'n' roll
Oh Rock 'n' roll ain't noise pollution
Rock 'n' roll ain't gonna die
Rock 'n' roll ain't no pollution
Rock 'n' roll ain't gonna die
Rock 'n' roll ain't no pollution
Rock 'n' roll it'll never die
Rock 'n' roll ain't no pollution
Rock 'n' roll
Oh
Rock 'n' roll is just rock 'n' roll"
229995,229995,get-it-hot-demo-version,2007,ac-dc,Rock,"Going out on the town
Just a me and you
Gonna have ourselves a party
Just like we use to do
Nobody's playing Manilow
Nobody's playing soul
And no one's playing hard to get
Just a good old rock 'n' roll
Get it hot, get it hot
Come on baby, get it hot
Get it hot, get it hot
Alright
Moving down the motorway
Got a whole lot of booze
Got myself a sweet little number
Whose got nothing to lose
Goin' bend you like a G string
Conduct you like a choir
So get your body in the right place
We'll set the world on fire
Get it hot, get it hot
Come on baby, get it hot
Get it hot, get it hot
Alright
Ow!
Get it hot, get it hot
Come on baby, get it hot Get it hot, oh, get it hot
Oh little girl, get it hot
Come on baby, get it hot
Make me feel good, get it hot
Oh baby, get it hot
Whoa yeah"
229996,229996,next-to-the-moon,2007,ac-dc,Rock,"Well I tied my baby to the railroad track
Cannonball down the line
Giving that woman just a one more chance
To give it to me one more time
Engineer wishing he was home in bed
Dreaming about Casey Jones
Wide-eyed woman lookin' a mile ahead
Thinking about broken bones
[Chorus]
It's her love that I want
It's her love that I need
It's her love got to have
It's her love
Heavenly body flying across the sky
Superman was out of town
Come on honey, gotta change your tune
Cause it's a long way down
Clark Kent looking for a free ride
Thinking about Lois Lane
It's a bird, it's a plane, it's a suicide
And that'd be a shame
[Chorus]
Long Arm looking for a fingerprint
Trying to find the mystery clue
Hitting me with the third degree
Working on a thumb screw
Alright, officer, I confess
Everything's coming back
I didn't mean to hurt that woman of mine
It was a heart attack
[Chorus]
What's next to the moon?"
229997,229997,can-i-sit-next-to-you-girl-alternate-version,2007,ac-dc,Rock,"I met this girl for the first time on Saturday night
Standing in the queue at the Odeon alright
Oh I took her by surprise
When I gave her one of my lines
She started smiling at me real fine (ha)
That's when I said
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you?
At intermission we were doing alright
'Till this guy came up and stood by her side
Oh I took him by surprise
When I gave him one of my lines
She started smiling at me real fine
And that's when I said
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you?
Can I sit next to you
Yeah, c'mon now
So let me!
Can I sit next to you, girl, can I sit next to you, girl
Can I sit next to you, girl, can I sit next to you, girl
Can I sit next to you, and then take you home
Can I sit next to you, girl, can I sit next to you, girl
Can I sit next to you, lick your ear
Can I sit next to you, girl, can I sit next to you, girl
C'mon
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I sit next to you, girl
Can I?"
229998,229998,the-jack-full-live-version,2007,ac-dc,Rock,"She gave me the queen
She gave me the king
She was wheelin' and dealin'
Just doin' her thing
She was holdin' a pair
But I had to try
Her deuce was wild
But my ace was high
But how was I to know
That she'd been dealt with before
Said she'd never had a full house
But I should have known
From the tattoo on her left leg
And the garter on her right
She'd have the card to bring me down
If she played it right
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, jack, jack, jack, jack, jack, jack
She's got the jack
Poker face was her name
Poker face was her nature
Poker straight was a game
If she knew she could get you
She played 'em fast
And she played 'em hard
She could close her eyes
And feel every card
But how was I to know
That she'd been shuffled before
Said she'd never had a royal flush
But I should have known
That all the cards were comin'
From the bottom of the pack
And if I'd known what she was dealin' out
I'd have dealt it back
She's got the jack, she's got the jack
She's got the jack, and who knows what else?
She's got the jack, yeah, yeah
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, jack, jack, jack, jack, jack, jack, jack
She's got the jack"
229999,229999,if-you-want-blood-you-ve-got-it-demo-version,2007,ac-dc,Rock,"It's criminal
There ought to be a law
Criminal
There ought to be a whole lot more
You get nothin' for nothin'
Tell me who can you trust
We got what you want
And you got the lust
If you want blood, you got it
If you want blood, you got it
Blood on the streets
Blood on the rocks
Blood in the gutter
Every last drop
You want blood
You got it
Yes you have
It's animal
Livin' in the human zoo
Animal
The shit that they toss to you
Feelin' like a christian
Locked in a cage
Thrown to the lions
On the second page
If you want blood, you got it
If you want blood, you got it
Blood on the street
Blood on the rocks
Blood in the gutter
Every last drop
You want blood
You got it
O positive
Blood on the rocks
Blood on the streets
Blood in the sky
Blood on the sheets
If you want blood
You got it
I want you to bleed for me"
230000,230000,the-razors-edge,1992,ac-dc,Rock,"Razor's edge
Razors
There's fighting on the left
And marching on the right
Don't look up in the sky
You're gonna die of fright
Here comes the razors edge
You're living on the edge
Don't know wrong from right
They're breathing down your neck
You're running out of lives
And here comes the razors edge
Here comes the razors edge
The razors edge
Razors edge, to raise the dead
Razors edge, to cut to shreds
To raise the dead
Here comes the razors edge
Here comes the razors edge
Well here it comes to cut to shreds
The razors edge
The razors edge
Gotta razors edge
You'll be cut to shreds
By the razors edge
Gotta razors edge"
230001,230001,t-n-t,1992,ac-dc,Rock,"Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
See me ride out of the sunset
On your color TV screen
Out for all that I can get
If you know what I mean
Women to the left of me
And women to the right
Ain't got no gun
Ain't got no knife
Don't you start no fight
'Cause I'm T.N.T. I'm dynamite
T.N.T. and I'll win the fight
T.N.T. I'm a power load
T.N.T. watch me explode
I'm dirty, mean and mighty unclean
I'm a wanted man
Public enemy number one
Understand
So lock up your daughter
Lock up your wife
Lock up your back door
And run for your life
The man is back in town
Don't you mess me 'round
'Cause I'm T.N.T. I'm dynamite
T.N.T. and I'll win the fight
T.N.T. I'm a power load
T.N.T. watch me explode
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
I'm dynamite (oi, oi)
T.N.T. (oi, oi, oi)
And I'll win the fight (oi, oi, oi)
T.N.T. (oi, oi, oi)
I'm a power load (oi, oi, oi)
T.N.T.
Watch me explode"
230002,230002,highway-to-hell,1992,ac-dc,Rock,"Living easy, living free
Season ticket on a one-way ride
Asking nothing, leave me be
Taking everything in my stride
Don't need reason, don't need rhyme
Ain't nothing I would rather do
Going down, party time
My friends are gonna be there too
I'm on the highway to hell
On the highway to hell
Highway to hell
I'm on the highway to hell
No stop signs, speed limit
Nobody's gonna slow me down
Like a wheel, gonna spin it
Nobody's gonna mess me around
Hey Satan, paid my dues
Playing in a rocking band
Hey mama, look at me
I'm on my way to the promised land, whoo!
I'm on the highway to hell
Highway to hell
I'm on the highway to hell
Highway to hell
Don't stop me
I'm on the highway to hell
On the highway to hell
I'm on the highway to hell
On the highway
Yeah, highway to hell
I'm on the highway to hell
Highway to hell
Highway to hell
And I'm going down
All the way
Whoa!
I'm on the highway to hell"
230003,230003,high-voltage,1992,ac-dc,Rock,"Well you ask me 'bout the clothes I wear
And you ask me why I grow my hair
And you ask me why I'm in a band
I dig doin' one night stands
And you want to see me do my thing
All you gotta do is plug me into high
I said high
High voltage rock 'n' roll
High voltage rock 'n' roll
High voltage, high voltage
High voltage rock 'n' roll
Well you ask me why I like to dance
And you ask me why I like to sing
And you ask me why I like to play
I got to get my kicks some way
And you ask me what I'm all about
Come and let me hear you shout high
I said high
High voltage rock 'n' roll
High voltage rock 'n' roll
High voltage, high voltage
High voltage rock 'n' roll
Rock 'n' roll
I said high, I said high
Waaaah
High voltage rock 'n' roll
High voltage rock 'n' roll
High voltage, high voltage
High voltage rock 'n' roll
Spotlight, put the lights out, happy hour
High voltage rock 'n' roll
High voltage rock 'n' roll
Wine, women and song
High voltage, high voltage
High voltage rock 'n' roll"
230004,230004,you-shook-me-all-night-long,1992,ac-dc,Rock,"She was a fast machine
She kept her motor clean
She was the best damn woman I had ever seen
She had the sightless eyes
Telling me no lies
Knockin' me out with those American thighs
Taking more than her share
Had me fighting for air
She told me to come but I was already there
'Cause the walls start shaking
The earth was quaking
My mind was aching
And we were making it and you
Shook me all night long
Yeah you shook me all night long
Working double time
On the seduction line
She was one of a kind, she's just mine all mine
Wanted no applause
Just another course
Made a meal out of me and came back for more
Had to cool me down
To take another round
Now I'm back in the ring to take another swing
'Cause the walls were shaking
The earth was quaking
My mind was aching
And we were making it and you
Shook me all night long
Yeah you shook me all night long
And knocked me out and then you
Shook me all night long
You had me shakin' and you
Shook me all night long
Yeah you shook me
Well you took me
You really took me and you
Shook me all night long
Ooooh you
Shook me all night long
Yeah, yeah, you
Shook me all night long
You really took me and you
Yeah you shook me, yeah you shook me
All night long"
230005,230005,shoot-to-thrill,1992,ac-dc,Rock,"All you women who want a man of the street
But you don't know which way you want to turn
Just keep a coming and put your hand out to me
'Cause I'm the one who's gonna make you burn
I'm gonna take you down - down, down, down
So don't you fool around
I'm gonna pull it, pull it, pull the trigger
Shoot to thrill, play to kill
Too many women with too many pills
Shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
Yeah
I'm like evil, I get under your skin
Just like a bomb that's ready to blow
'Cause I'm illegal, I got everything
That all you women might need to know
I'm gonna take you down - yeah, down, down, down
So don't you fool around
I'm gonna pull it, pull it, pull the trigger
Shoot to thrill, play to kill
Too many women with too many pills
Shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
'Cause I shoot to thrill, and I'm ready to kill
I can't get enough, I can't get the thrill
I shoot to thrill, play to kill
Yeah, pull the trigger
Pull it,
Pull it, pull it, pull the trigger
Oh
Shoot to thrill, play to kill
Too many women, with too many pills
I said, shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
'Cause I shoot to thrill, and I'm ready to kill
And I can't get enough, and I can't get my thrill
Cause I shoot to thrill, play it again
Yeah
Shoot you down
Yeah
I'm gonna get you to the bottom and shoot you
I'm gonna shoot you
Oh hoo yeah yeah yeah
I'm gonna shoot you down yeah yeah
I'm gonna get you down
Yeah yeah yeah yeah
Shoot you, shoot you, shoot you, shoot you down
Shoot you, shoot you, shoot you down
Oh, oh, oh, oh, oh, oh, ooooooh
I'm gonna shoot to thrill
Play to kill
Shoot to thrill
Yeah, ooh yeah"
