,index,song,year,artist,genre,lyrics
130815,130815,the-piper,2009,abba,Pop,"They came from the hills
And they came from the valleys and the plains
They struggled in the cold
In the heat and the snow and in the rain
Came to hear him play
Play their minds away
We're all following a strange melody
We're all summoned by a tune
We're following the piper
And we dance beneath the moon
We're following the piper
And we dance beneath the moon for him
And we dance beneath the moon
Sub luna saltamus
They came from the south
From the west and the north and from the east
They waited for the man
Like a parish is waiting for the priest
Longed to hear him play
Play their minds away
We're all following a strange melody
We're all summoned by a tune
We're following the piper
And we dance beneath the moon
We're following the piper
And we dance beneath the moon for him
And we dance beneath the moon
Sub luna saltamus
He gave them a dream
He seduced everybody in the land
The fire in his eyes
And the fear was a weapon in his hand
So they let him play
Play their minds away
We're all following a strange melody
We're all summoned by a tune
We're following the piper
And we dance beneath the moon
We're following the piper
And we dance beneath the moon for him
And we dance beneath the moon
And we dance beneath the moon"
130816,130816,lovelight,2009,abba,Pop,"I've always hated my room, it's so gloomy and dreary
Always the dark, for the windows just face the back yard
So I can't understand how it's happened, how everything's changing
This old dirty ceiling seems a little whiter
When you walked into the room it all got so much brighter
You must have a lovelight
Everything around you is lovelight
And I can feel your love anywhere (shining)
Maybe even when you're not there (shining)
The lovelight
Everything around you is lovelight
You're shining like a star in the night (shining)
I won't let you out of my sight (shining)
I don't want to lose you, I don't want to lose your lovelight
How I remember the first time we went to movie
We had decided to meet on the corner downtown
And I waited there when you came up from behind and you kissed me
And the traffic seemed to get a little lighter
When you came into my life it all got so much brighter
You must have a lovelight
Everything around you is lovelight
And I can feel your love anywhere (shining)
Maybe even when you're not there (shining)
The lovelight
Everything around you is lovelight
You're shining like a star in the night (shining)
I won't let you out of my sight (shining)
I don't want to lose you, I don't want to lose your lovelight
And I feel so good
And I feel so right
And I know that you must have a lovelight
You've got lovelight
And I can feel your love anywhere
Maybe even when you're not there
You've got lovelight
Everything around you is lovelight
You're shining like a star in the night (shining)
I won't let you out of my sight (shining)
I don't want to lose you, I don't want to lose your lovelight
Everything about you is right
Let it glow and let it be bright
I don't want to lose your lovelight
Shining like a star in the night"
130817,130817,i-ve-been-waiting-for-you,2009,abba,Pop,"I, I've been in love before
I thought I would no more
Manage to hit the ceiling
Still, strange as it seems to me
You brought it back to me
That old feeling
I, I don't know what you do
You make me think that you
Possibly could release me
I think you'll be able to
Make all my dreams come true
And you ease me
You thrill me, you delight me
You please me, you excite me
You're something I'd been pleading for
I love you, I adore you
I lay my life before you
I'll have you want me more and more
And finally it seems my lonely days are through
I've been waiting for you
I, I'm gonna make you mine
You're gonna feel so fine
You'll never want to leave me
I feel you belong to me
Someday you will agree
Please, believe me"
130818,130818,gimme-gimme-gimme-a-man-after-midnight,2009,abba,Pop,"Half past twelve
Watchin' the late show
In my flat all alone
How I hate to spend the evening on my own
Autumn winds blowin' outside the window
As I look around the room
And it makes me so depressed to see the gloom
There's not a soul out there
No one to hear my prayer
Gimme, gimme, gimme a man after midnight
Won't somebody help me
Chase the shadows away
Gimme, gimme, gimme a man after midnight
Take me through the darkness
To the break of the day
Movie stars
On end of the rainbow
With a fortune to win
It's so different from the world I'm living in
Tired of TV
I open the window
And I gaze into the night
But there's nothing there to see no one in sight
There's not a soul out there
No one to hear my prayer
Gimme, gimme, gimme a man after midnight
Won't somebody help me
Chase the shadows away
Gimme, gimme, gimme a man after midnight
Take me through the darkness
To the break of the day
Gimme, gimme, gimme a man after midnight
Gimme, gimme, gimme a man after midnight
There's not a soul out there
No one to hear my prayer
Gimme, gimme, gimme a man after midnight
Won't somebody help me
Chase the shadows away
Gimme, gimme, gimme a man after midnight
Take me through the darkness
To the break of the day
Gimme, gimme, gimme a man after midnight
Won't somebody help me
Chase the shadows away
Gimme, gimme, gimme a man after midnight
Take me through the darkness
To the break of the day"
130819,130819,rock-me,2009,abba,Pop,"Rock me, give me that kick now
Rock me, show me that trick now
Roll me, you can do magic
Baby, and I can't get enough of it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing it, now
(Don't stop the rocking, don't stop the rocking
I said don't stop the rocking)
want to be want to be in my baby's arms
Gonna be gonna be
Nice and gentle if you want me to
Just as long as I'm in love with you
Yours for ever, honey, that's what I
want to be want to be want to be, yeah
Rock me, give me that kick now
Rock me, show me that trick now
Roll me, you can do magic
Baby, and I can't get enough of it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing it, now
(Don't stop the rocking, don't stop the rocking
I said don't stop the rocking)
want to be want to be with the one that I love, love, love
Gonna be gonna be
With you baby every single night
I can teach you how to rock all right
Your sweet lover, honey, that's what I
want to be want to be want to be, yeah"
130820,130820,ring-ring-english-version,2009,abba,Pop,"I was sitting by the phone
I was waiting all alone
Baby by myself I sit and wait and wonder about you
It's a dark and dreary night
Seems like nothing's going right
Won't you tell me honey how can I go on here without you?
Yes I'm down and feeling blue
And I don't know what to do, oh-oh
Ring, ring, why don't you give me a call?
Ring, ring, the happiest sound of them all
Ring, ring, I stare at the phone on the wall
And I sit all alone impatiently
Won't you please understand the need in me
So, ring, ring, why don't you give me a call?
So, ring, ring, why don't you give me a call?
You were here and now you're gone
Hey did I do something wrong?
I just can't believe that I could be so badly mistaken
Was it me or was it you?
Tell me, are we really through?
Won't you hear me cry and you will know that my heart is breaking
Please forgive and then forget
Or maybe darling better yet, oh-oh
Ring, ring, why don't you give me a call?
Ring, ring, the happiest sound of them all
Ring, ring, I stare at the phone on the wall
And I sit all alone impatiently
Won't you please understand the need in me
So, ring, ring, why don't you give me a call?
So, ring, ring, why don't you give me a call?
Oh-oh, ring, ring, why don't you give me a call?
So, ring, ring, why don't you give me a call?"
130821,130821,the-way-old-friends-do,2009,abba,Pop,"You and I can share the silence
Finding comfort together
The way old friends do
And after fights and words of violence
We make up with each other
The way old friends do
Times of joy and times of sorrow
We will always see it through
Oh, I don't care what comes tomorrow
We can face it together
The way old friends do
You and I can share the silence
Finding comfort together
The way old friends do
And after fights and words of violence
We make up with each other
The way old friends do
Times of joy and times of sorrow
We will always see it through
Oh I don't care what comes tomorrow
We can face it together
The way old friends do
We can face it together
The way old friends do"
130822,130822,she-s-my-kind-of-girl,2009,abba,Pop,"Look at her face, it's a wonderful face
And it means something special to me
Look at the way that she smiles when she sees me
How lucky can one fellow be
She's just my kind of girl, she makes me feel fine
Who could ever believe that she could be mine
She's just my kind of girl, without her I'm blue
And if she ever leaves me what could I do, what could I do
And when we go for a walk in the park
Then she holds me and squeezes my hand
We'll go on walking for hours and talking
About all the things that we plan
She's just my kind of girl, she makes me feel fine
Who could ever believe that she would be mine
She's just my kind of girl, without her I'm blue
And if she ever leaves me what could I do, what could I do"
130823,130823,crazy-world,2009,abba,Pop,"I was out with the morning sun
Couldn't sleep, so I thought I'd take a walk
I was thinking of you and me
And I went to your house, 'cause I had to talk
I could hardly believe my eyes
When I saw this guy closing your front door
Had the feeling of emptiness like I never had before
And I closed my eyes, will you leave me girl
Then I realized, it's a crazy world
As he disapeared in his car
I was stunned and I didn't know what to do
Everything I had ever dreamed
Everything in my life's part of you
And I just couldn't move my feet
So I stood on the pavement as you came out
You acted as you didn't know what it was all about
And I closed my eyes, will you leave me girl
Then I realized, it's a crazy world
Baby, how could you do it
You just told me lies
And you meet behind my back
With other guys
Baby, how could you tell me
There was only me
I was stupid to believe you
I was blind but now I see
Then you smiled and you took my hand
""There is something"", you said, ""that you may not know
There's a couple of men in my life
And one of them is my brother Joe
He's been gone for a long, long time
But he's back and I think he's gonna stay
You'll be seeing a lot of him, he's so nice in every way""
Then I closed my eyes, never leave me girl
Then I realized, it's a crazy world
So I closed my eyes, never leave me girl
Then I realized, it's a crazy world
So I closed my eyes, never leave me girl
Then I realized, it's a crazy world"
130824,130824,man-in-the-middle,2009,abba,Pop,"Did you see that man in the limousine
With the pretty doll, he is fifty and the girl's only seventeen
But she doesn't care, and she never will
If he's ninety-five she don't give a damn
Just as long as he pays the bill
Did you see that man with a fat cigar
He just left his lunch with a belly full of lobster and caviar
He can choose the wine from a vintage year
He will drink champagne in his limousine
Where the rest of the street can peer
'Cause he's the man in the middle, never second fiddle
Just like a spider in a cobweb
Hard as a hammer, not the kind of boss you double-cross
'Cause he's the man in the middle, knows the way to diddle
He's never bothered by his conscience
Deals with the Devil, 'cause he wants to be
Man in the middle, the middle, the middle
In the middle (in the middle, in the middle)
But you see that man made a big mistake
Even though he's got all his servants and a mansion beside a lake
And the money too, all that he can spend
He can buy the most, nearly anything
But he can't buy the lot, his friend"
130825,130825,intermezzo-no-1,2009,abba,Pop,Instrumental
130826,130826,the-way-old-friends-do-wembley-arena-live-version,2009,abba,Pop,"You and I can share the silence
Finding comfort together
The way old friends do
And after fights and words of violence
We make up with each other
The way old friends do
Times of joy and times of sorrow
We will always see it through
Oh, I don't care what comes tomorrow
We can face it together
The way old friends do
You and I can share the silence
Finding comfort together
The way old friends do
And after fights and words of violence
We make up with each other
The way old friends do
Times of joy and times of sorrow
We will always see it through
Oh I don't care what comes tomorrow
We can face it together
The way old friends do
We can face it together
The way old friends do"
130827,130827,angeleyes,2009,abba,Pop,"Keep thinking 'bout his angeleyes
I keep thinking,
Last night I was taking a walk along the river
And I saw him together with a young girl
And the look that he gave her made me shiver
'Cause he always used to look at me that way
Then I thought maybe I should walk right up to her and say
Ah-ha-ha, it's a game he likes to play
Look into his angeleyes
One look and you're hypnotized
He'll take your heart and you must pay the price
Look into his angeleyes
You'll think you're in paradise
And one day you'll find out he wears a disguise
Don't look too deep into those angeleyes
Oh no no no no
Ah-ha-ha, keep thinking 'bout his angeleyes
I keep thinking
Sometimes when I'm lonely I sit and think about him
And it hurts to remember all the good times
When I thought I could never live without him
And I wonder does it have to be the same
Every time when I see him, will it bring back all the pain?
Ah-ha-ha, how can I forget that name?
Look into his angeleyes
One look and you're hypnotized
He'll take your heart and you must pay the price
Look into his angeleyes
You'll think you're in paradise
And one day you'll find out he wears a disguise
Don't look too deep into those angeleyes
Crazy 'bout his angeleyes
Angeleyes
He took my heart and now I pay the price
Look into his angeleyes
You'll think you're in paradise
Then one day you'll find out he wears a disguise
Don't look too deep into those angeleyes
Oh no no no no
Keep thinking,
Keep thinking 'bout his angeleyes
Keep thinking,
Keep thinking, I had to pay the price"
130828,130828,king-kong-song,2009,abba,Pop,"Well I was looking at a movie on the TV last night
Then I had a very funny notion, yeah
I really had to write a song about it
And then I'm gonna sing it with my rock 'n roll band
And I bet the people gonna like it, yeah
I know that everybody's gonna shout it
And what a dreadful mighty killer
A big black wide gorilla
[Chorus:]
We do the King Kong song, won't you sing along
Listen to the music and it couldn't go wrong
We do the Kong Kong song, gotta sing along
Can't you hear the beating of the monkey tom-tom
Listen to the rhythm of the King Kong song
Now we can make the jungle out of any old place
We can make gorillas out of people, yeah
Well who can tell a monkey from a monkey?
So people get together, gonna have a good time
Everybody listen to the music, yeah
'Cause what we're gonna sing is kinda funky
So let your arms hang down
And waddle all around
Like a dreadful mighty killer
A big black wide gorilla
[Chorus]
Like a dreadful mighty killer
A big black wide gorilla
[Chorus: x2]"
130829,130829,the-king-has-lost-his-crown,2009,abba,Pop,"I believe your new girl turned you down
And they say she's pushin' you around
How does it feel, I guess it hurts your pride
Tell me my friend how many nights you've cried
Disaster and disgrace
The king has lost his crown
Suddenly
He's clumsy like a clown
The world is upside down
The king has lost his crown
Was it hard to step down from your throne
And to know tonight you're all alone
Oh what a shame, you really want that girl
She doesn't care, still you just dream of her
Disaster and disgrace
The king has lost his crown
Suddenly
He's clumsy like a clown
The world is upside down
The king has lost his crown"
130830,130830,elaine,2009,abba,Pop,"You hate, you scream, you swear
And still you never reach them
You curse, you try to scare
But you can never teach them
It's a dead end street
They've tied your hands and tied your feet
And the street is narrow
A nowhere lane, a nowhere train for Elaine, Elaine, Elaine
Elaine, Elaine, Elaine, you know they're gonna get you
You try to break away, but they will never let you
It's a dead end street
They've tied your hands and tied your feet
And the street is narrow
The nowhere lane, the nowhere train for Elaine, Elaine, Elaine
You're like a goldfish in a bowl, Elaine, Elaine, Elaine
They have your mind, they'll take your soul
You come, you stay, you go, it really doesn't matter
You've done it all before, by now they know the pattern
It's a dead end street
They've tied your hands and tied your feet
And the street is narrow
The nowhere lane, the nowhere train for Elaine, Elaine, Elaine
You're like a goldfish in a bowl, Elaine, Elaine, Elaine
They have your mind, they'll take your soul
Bj̦rn Know that you go, you know they're gonna get you
Know that you go, you know they'll never let you
Agnetha, Frida It's a dead end street
They've tied your hands and tied your feet
And the street is narrow
The nowhere lane, the nowhere train for Elaine, Elaine, Elaine
You're like a goldfish in a bowl, Elaine, Elaine, Elaine
They have your mind, they'll take your soul
Bj̦rn Know that you go, you know they're gonna get you
Know that you go, you know they'll never let you
Know that you go, you know they're gonna get you"
130831,130831,our-last-summer,2009,abba,Pop,"The summer air was soft and warm
The feeling right, the Paris night
Did it's best to please us
And strolling down the Elysee
We had a drink in each cafe
And you
You talked of politics, philosophy and I
Smiled like Mona Lisa
We had our chance
It was a fine and true romance
I can still recall our last summer
I still see it all
Walks along the Seine, laughing in the rain
Our last summer
Memories that remain
We made our way along the river
And we sat down in the grass
By the Eiffel tower
I was so happy we had met
It was the age of no regret
Oh yes
Those crazy years, that was the time
Of the flower-power
But underneath we had a fear of flying
Of getting old, a fear of slowly dying
We took the chance
Like we were dancing our last dance
I can still recall our last summer
I still see it all
In the tourist jam, round the Notre Dame
Our last summer
Walking hand in hand
Paris restaurants
Our last summer
Morning croissants
Living for the day, worries far away
Our last summer
We could laugh and play
And now you're working in a bank
The family man, the football fan
And your name is Harry
How dull it seems
Are you the hero of my dreams
I can still recall our last summer
I still see it all
Walks along the Seine, laughing in the rain
Our last summer
Memories that remain
I can still recall our last summer
I still see it all
In the tourist jam, round the Notre Dame
Our last summer
Walking hand in hand
Paris restaurants
Our last summer
Morning croissants
Living for the day, worries far away..."
130832,130832,i-am-the-city,2009,abba,Pop,"i am the city, you let me be
i am the city
Coming through a cloud you're looking at me from above
And I'm a revelation spreading out before your eyes
And you find me beautiful and irresistible
A kind of creature that forever seems to grow in size
And you feel a strange attraction
The air is vibrant and electrified
Welcome to me here I am, my arms are open wide
Somewhere in the middle of the never ending noise
There is a constant steady rhythm of a heart that beats
And a million voices blend into a single voice
And you can hear it in the glamor of the crowded streets
People come and take their chances
Sometimes you win sometimes you lose a lot
Come make your own contribution to this melting pot
I'm the street you walk
The language you talk
I am the city
The skyline is me and the energy
I am the city
The famous hotels and the cocktail bars
And the funny smells
And the turmoil, the cars and the people
The air that you're breathing is me
Yes I am the city, you let me be
People feed me with their lives I have a hungry soul
And they all worship me and pay their homage day and night
Every day I knew a lot of tired shopping feet
But come the night they will be dancing in the neon light
Dazzled by the crazy magic
They're grabbing pieces of the fatted calf
And in the wind if you listen hard you'll hear me laugh
I'm the street you walk
The language you talk
I am the city
The skyline is me and the energy
I am the city
The famous hotels and the cocktail bars
And the funny smells
And the turmoil, the cars and the people
The parks and the squares that you see
All the sounds that you hear
And the air that you're breathing is me
Yes I am the city, you let me be
I am the city
You let me be
I am the city
The famous hotels and the cocktail bars
And the funny smells
And the turmoil the cars and the people
The air that you're breathing is me
Coming through a cloud
You're looking at me from above
And I'm a revelation spreading out before your eyes
I'm the street you walk
The language you talk
I am the city
Yes I am the city, you let me be
And you find me beautiful and irresistible
A kind of creature that forever seems to grow in size
The skyline is me and the energy
I am the city
You let me be
Somewhere in the middle of the never ending noise
There is a constant steady rhythm of a heart that beats
Somewhere in the middle of the never ending noise
There is a constant steady rhythm of a heart that beats
And a million voices blend into a single voice
And you can hear it in the glamor of the crowded streets
The skyline is me and the energy
I am the city
You let me be
Somewhere in the middle of the never ending noise
There is a constant steady rhythm of a heart that beats
Somewhere in the middle of the never ending noise
There is a constant steady rhythm of a heart that beats"
130833,130833,medley-pick-a-bale-of-cotton,2009,abba,Pop,"Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day
Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day
Oh lordy
Pick a bale of cotton
Oh lordy
Pick a bale a day
Oh lordy
Pick a bale of cotton
Oh lordy
Pick a bale a day
I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day
I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day
Oh lordy
Pick a bale of cotton
Oh lordy
Pick a bale a day
Oh lordy
Pick a bale of cotton
Oh lordy
Pick a bale a day
On Top Of Old Smokey
On top of old Smokey
All covered with snow
I lost my true lover
By courting so slow
For courting's a pleasure
And parting is brief
And a false-hearted lover
Is worse than a thief
On top of old Smokey
All covered with snow
I lost my true lover
By courting so slow
Midnight Special
Well, you wake up in the morning
Hear the ding dong ring
You go marching to the table
Wee the same old thing
See the fork on the table
Nothing in your pan
If you say a thing about it
You're in trouble with the man
Let the midnight special
Shine a light on me
Let the midnight special
Shine it's everlovin' light on me
If you ever go to Houston
Well you'd better act right
And you'd better not gamble
And you'd better not fight
For the sheriff will arrest you
And he'll take you down
And before you understand it
You are prison bound
Let the midnight special
Shine a light on me
Let the midnight special
Shine it's everlovin' light on me (on me, on me)
Let the midnight special
Shine a light on me
Let the midnight special
Shine it's everlovin' light on me (on me, on me)"
130834,130834,i-m-a-marionette,2009,abba,Pop,"""You're so free,"" that's what everybody's telling me
Yet I feel I'm like an outward-bound, pushed around, refugee
Something's wrong, got a feeling that I don't belong
As if I had come from outer space, out of place, like King Kong
I'm a marionette, just a marionette, pull the string
I'm a marionette, everybody's pet, just as long as I sing
I'm a marionette, see my pirouette, round and round
I'm a marionette, I'm a marionette, just a silly old clown
Like a doll, like a puppet with no will at all
And somebody told me how to talk, how to walk, how to fall
Can't complain, I've got no-one but myself to blame
Something's happening I can't control, lost my hold, is it safe?
I'm a marionette, just a marionette, pull the string
I'm a marionette, everybody's pet, just as long as I sing
I'm a marionette, see my pirouette, round and round
I'm a marionette, I'm a marionette, just a silly old clown
""Look this way, just a little smile,"" is what they say
""You look better on the photograph if you laugh, that's okay""
I'm a marionette, just a marionette, pull the string
I'm a marionette, everybody's pet, just as long as I sing
I'm a marionette, see my pirouette, round and round
I'm a marionette, I'm a marionette, just a silly old clown
""You're so free,"" that's what everybody's telling me
Yet I feel I'm like an outward-bound, pushed around, refugee"
